Name,Description,chr,start,stop,strand,length,Gen0_ORFhits,Gen0_MinORFPosition(%),Gen0_MaxORFPosition(%),Gen0_ORFdensity (HPKM),Gen0_1kbUpStreamhits,Gen0_NearestUpStreamhit,Gen0_1kbDownStreamhits,Gen0_NearestDownStreamhit,Gen0_Flankdensity (HPKM),Gen0_ORFHitsLast10%,Gen0_IntronHits,Gen0_Pval,Gen0_ExpORFhits,Gen0_CorrectionRatio(R),Gen80_GLU_Pval,Gen80_GLY_Pval,Gen0Class,Gen80Classification,Gen80GLU Z score,Gen20GLU Z score,Gen0,Gen20GLY Z score,Gen80GLY Z score,YALI1_norm,YALI0 locus ID,YALI1 Locus ID,Gene Type,Chromosome,Start Base,End Base,Strand,Annotation,YALI0_norm
YALI1_D24751g,  similar to uniprot|P87149 Schizosaccharomyces pombe Putative mitochondrial RNA splicing protein,Yali1D,2475100,2476467,+,1368,0,na,na,0.0,12,-27,14,234,24.32,0,0,0.026342,3.63658726728,0.275470908177,0.188308,0.342317,Essential,Essential,na,na,na,na,na,YALI1_D24751g,YALI0D19514g,YALI1_D24751g,mRNA,YALI1D,2475154.0,2476467.0,+,  similar to uniprot|P87149 Schizosaccharomyces pombe Putative mitochondrial RNA splicing protein,YALI0_D19514g
YALI1_D25208g,"  similar to KLLA0C09504g Kluyveromyces lactis IPF 6178.1,similar to Saccharomyces cerevisiae YOR262W%3B ancestral locus Anc_8.712",Yali1D,2519745,2520779,-,1035,0,na,na,0.0,65,-56,13,179,72.95,0,0,0.000195,8.54323776849,0.855563397216,0.001166,0.008068,Essential,Essential,na,na,na,na,na,YALI1_D25208g,YALI0D19888g,YALI1_D25208g,mRNA,YALI1D,2519745.0,2520779.0,-,"  similar to KLLA0C09504g Kluyveromyces lactis IPF 6178.1,similar to Saccharomyces cerevisiae YOR262W%3B ancestral locus Anc_8.712",YALI0_D19888g
YALI1_D25216g,"  similar to uniprot|Q08723 Saccharomyces cerevisiae YOR261c RPN8 26S proteasome regulatory subunit,similar to Saccharomyces cerevisiae RPN8 (YOR261C)%3B ancestral locus Anc_8.711",Yali1D,2521583,2522596,+,1014,1,99.90128,99.90128,1.87,65,-39,31,121,89.79,1,0,0.000552,9.78271054875,1.06634191187,0.000265,0.003671,Essential,Essential,na,na,na,na,na,YALI1_D25216g,YALI0D19910g,YALI1_D25216g,mRNA,YALI1D,2521583.0,2522596.0,+,"  similar to uniprot|Q08723 Saccharomyces cerevisiae YOR261c RPN8 26S proteasome regulatory subunit,similar to Saccharomyces cerevisiae RPN8 (YOR261C)%3B ancestral locus Anc_8.711",YALI0_D19910g
YALI1_D25233g,  some similarities with DEHA0F11814g Debaryomyces hansenii IPF 8200.1,Yali1D,2523305,2524255,+,951,3,14.52632,98.21053,5.99,31,-1,53,217,78.57,2,0,0.016746,8.83347950312,0.962849572543,0.091126,0.059604,Essential,Essential,-1.233,-0.5132,-0.04865,-0.7785,-1.525,YALI1_D25233g,YALI0D19932g,YALI1_D25233g,mRNA,YALI1D,2523305.0,2524255.0,+,  some similarities with DEHA0F11814g Debaryomyces hansenii IPF 8200.1,YALI0_D19932g
YALI1_D25250g,"  similar to DEHA0F11836g Debaryomyces hansenii,similar to Saccharomyces cerevisiae TMA16 (YOR252W)%3B ancestral locus Anc_8.695",Yali1D,2524474,2525004,-,531,0,na,na,0.0,103,-32,3,1,99.14,0,0,0.005986,5.11829870764,1.22826231771,0.024353,0.103943,Essential,Essential,na,na,na,na,na,YALI1_D25250g,YALI0D19954g,YALI1_D25250g,mRNA,YALI1D,2524474.0,2525004.0,-,"  similar to DEHA0F11836g Debaryomyces hansenii,similar to Saccharomyces cerevisiae TMA16 (YOR252W)%3B ancestral locus Anc_8.695",YALI0_D19954g
YALI1_D25330g,"similar to Saccharomyces cerevisiae EFR3 (YMR212C)%3B ancestral locus Anc_8.727,  weakly similar to uniprot|Q03653 Saccharomyces cerevisiae YMR212c EFR3 weak similarity to myosins conserved ubiquitous membrane protein required for cell viability singleton",Yali1D,2530430,2532982,-,2553,2,11.44201,48.47179,1.49,60,-17,22,41,76.69,0,0,1e-06,19.5618924746,0.793743969821,1e-06,0.00042,Essential,Essential,na,na,-0.1681,na,na,YALI1_D25330g,YALI0D20042g,YALI1_D25330g,mRNA,YALI1D,2530430.0,2532982.0,-,"similar to Saccharomyces cerevisiae EFR3 (YMR212C)%3B ancestral locus Anc_8.727,  weakly similar to uniprot|Q03653 Saccharomyces cerevisiae YMR212c EFR3 weak similarity to myosins conserved ubiquitous membrane protein required for cell viability singleton",YALI0_D20042g
YALI1_D25370g,"similar to Saccharomyces cerevisiae CEF1 (YMR213W)%3B ancestral locus Anc_8.728,  similar to uniprot|P39964 Schizosaccharomyces pombe Cell division control protein 5",Yali1D,2537022,2539181,+,2160,1,19.96295,19.96295,0.88,39,-28,5,90,41.15,0,0,0.000933,9.19553920354,0.441036770652,0.000359,0.010922,Essential,Essential,na,na,na,na,na,YALI1_D25370g,YALI0D20086g,YALI1_D25370g,mRNA,YALI1D,2537022.0,2539181.0,+,"similar to Saccharomyces cerevisiae CEF1 (YMR213W)%3B ancestral locus Anc_8.728,  similar to uniprot|P39964 Schizosaccharomyces pombe Cell division control protein 5",YALI0_D20086g
YALI1_D25450g,"similar to Saccharomyces cerevisiae GNA1 (YFL017C)%3B ancestral locus Anc_8.58,  similar to uniprot|O93806 Candida albicans Glucosamine 6- phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine transacetylase) (Phosphoglucosamine acetylase)",Yali1D,2544400,2544960,-,561,0,na,na,0.0,69,-12,24,95,86.98,0,0,0.004481,5.40801372882,1.07402084414,0.021275,0.057194,Essential,Essential,na,na,na,na,na,YALI1_D25450g,YALI0D20152g,YALI1_D25450g,mRNA,YALI1D,2544400.0,2544915.0,-,"similar to Saccharomyces cerevisiae GNA1 (YFL017C)%3B ancestral locus Anc_8.58,  similar to uniprot|O93806 Candida albicans Glucosamine 6- phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine transacetylase) (Phosphoglucosamine acetylase)",YALI0_D20152g
YALI1_D25529g,  weakly similar to uniprot|P38358 Saccharomyces cerevisiae YBR293w similarity to multidrug resistance proteins,Yali1D,2552897,2554918,+,2022,8,9.25285,93.12222,7.51,64,-16,13,606,72.02,2,0,0.009424,16.4743074614,0.844094547763,0.017395,0.062598,Essential,Essential,-0.720183333333,-0.752666666667,-0.7856,-0.1532,-0.30615,YALI1_D25529g,YALI0D20196g,YALI1_D25529g,mRNA,YALI1D,2552897.0,2554918.0,+,  weakly similar to uniprot|P38358 Saccharomyces cerevisiae YBR293w similarity to multidrug resistance proteins,YALI0_D20196g
YALI1_D25616g,  weakly similar to uniprot|P07276 Saccharomyces cerevisiae YGR258c RAD2 structure-specific nuclease of the nucleotide excision repairosome,Yali1D,2561610,2564957,+,3348,12,13.32537,97.43053,6.8,21,-15,67,129,82.31,2,0,0.000255,28.4767476759,0.881018273417,0.003153,0.020968,Essential,Essential,0.089575,-0.0863,-0.1045375,-0.063875,0.236485714286,YALI1_D25616g,YALI0D20240g,YALI1_D25616g,mRNA,YALI1D,2561610.0,2564957.0,+,  weakly similar to uniprot|P07276 Saccharomyces cerevisiae YGR258c RAD2 structure-specific nuclease of the nucleotide excision repairosome,YALI0_D20240g
YALI1_D25744g,"  highly similar to uniprot|P39079 Saccharomyces cerevisiae YDR188w CCT6 component of chaperonin-containing T-complex (zeta subunit),similar to Saccharomyces cerevisiae CCT6 (YDR188W)%3B ancestral locus Anc_8.393",Yali1D,2574398,2576338,+,1941,0,na,na,0.0,87,-57,23,6,102.88,0,0,0.0,18.7349047034,1.10090947011,0.0,0.000123,Essential,Essential,na,na,na,na,na,YALI1_D25744g,YALI0D20328g,YALI1_D25744g,mRNA,YALI1D,2574398.0,2576338.0,+,"  highly similar to uniprot|P39079 Saccharomyces cerevisiae YDR188w CCT6 component of chaperonin-containing T-complex (zeta subunit),similar to Saccharomyces cerevisiae CCT6 (YDR188W)%3B ancestral locus Anc_8.393",YALI0_D20328g
YALI1_D25851g,"similar to Saccharomyces cerevisiae SLY1 (YDR189W)%3B ancestral locus Anc_8.394,  similar to uniprot|P22213 Saccharomyces cerevisiae YDR189w SLY1 hydrophilic suppressor of YPT1 and member of the SEC1P family",Yali1D,2583401,2585219,-,1819,0,na,na,0.0,56,-34,3,317,55.18,0,0,2.8e-05,10.4907365229,0.597533615497,0.000172,0.00181,Essential,Essential,na,na,na,na,na,YALI1_D25851g,YALI0D20416g,YALI1_D25851g,mRNA,YALI1D,2583401.0,2585219.0,-,"similar to Saccharomyces cerevisiae SLY1 (YDR189W)%3B ancestral locus Anc_8.394,  similar to uniprot|P22213 Saccharomyces cerevisiae YDR189w SLY1 hydrophilic suppressor of YPT1 and member of the SEC1P family",YALI0_D20416g
YALI1_D26051g,"similar to Saccharomyces cerevisiae HSP12 (YFL014W)%3B ancestral locus Anc_8.62,  weakly similar to uniprot|P22943 Saccharomyces cerevisiae YFL014W 12 kDa heat shock protein (Glucose and lipid-regulated protein)",Yali1D,2604742,2605332,-,591,8,1.69492,29.49153,3.22,69,-18,31,86,93.53,0,7,0.019108,5.69772875001,1.24309087147,0.038096,0.124636,Essential,Essential,-0.1675,-0.4755,na,0.47785,na,YALI1_D26051g,YALI0D20526g,YALI1_D26051g,mRNA,YALI1D,2604742.0,2605332.0,-,"similar to Saccharomyces cerevisiae HSP12 (YFL014W)%3B ancestral locus Anc_8.62,  weakly similar to uniprot|P22943 Saccharomyces cerevisiae YFL014W 12 kDa heat shock protein (Glucose and lipid-regulated protein)",YALI0_D20526g
YALI1_D26114g,"similar to Saccharomyces cerevisiae CCT3 (YJL014W)%3B ancestral locus Anc_5.163,  highly similar to uniprot|P39077 Saccharomyces cerevisiae YJL014w CCT3 chaperonin of the TCP1 ring complex cytosolic",Yali1D,2611395,2613329,+,1935,0,na,na,0.0,13,-227,31,54,41.15,0,0,0.000267,8.22942992435,0.440619307192,0.001022,0.004571,Essential,Essential,na,-0.7261,na,na,na,YALI1_D26114g,YALI0D20570g,YALI1_D26114g,mRNA,YALI1D,2611395.0,2613329.0,+,"similar to Saccharomyces cerevisiae CCT3 (YJL014W)%3B ancestral locus Anc_5.163,  highly similar to uniprot|P39077 Saccharomyces cerevisiae YJL014w CCT3 chaperonin of the TCP1 ring complex cytosolic",YALI0_D20570g
YALI1_D26142g,"similar to Saccharomyces cerevisiae RPC17 (YJL011C)%3B ancestral locus Anc_5.160,  weakly similar to uniprot|P47076 Saccharomyces cerevisiae YJL011c weak similarity to chicken hypothetical protein",Yali1D,2613699,2614178,-,480,4,0.41754,1.46138,15.84,20,0,16,72,33.67,0,0,0.104272,2.15633448722,0.466155547552,0.157289,0.245655,Essential,Essential,1.57385,1.201425,1.343675,0.851366666667,1.6943,YALI1_D26142g,YALI0D20592g,YALI1_D26142g,mRNA,YALI1D,2613699.0,2614115.0,-,"similar to Saccharomyces cerevisiae RPC17 (YJL011C)%3B ancestral locus Anc_5.160,  weakly similar to uniprot|P47076 Saccharomyces cerevisiae YJL011c weak similarity to chicken hypothetical protein",YALI0_D20592g
YALI1_D26146g,"  highly similar to uniprot|Q8ISP0 Branchiostoma belcheri Ribosomal protein S18,similar to Saccharomyces cerevisiae RPS18A (YDR450W) and RPS18B (YML026C)%3B ancestral locus Anc_5.566",Yali1D,2614594,2615402,+,809,4,7.92079,94.05941,7.04,23,-217,74,14,90.72,2,1,0.032347,7.8029912373,1.13501668857,0.02889,0.051066,Essential,Essential,-0.34035,0.4219,0.83665,0.8123,-0.073,YALI1_D26146g,YALI0D20614g,YALI1_D26146g,mRNA,YALI1D,2614594.0,2615402.0,+,"  highly similar to uniprot|Q8ISP0 Branchiostoma belcheri Ribosomal protein S18,similar to Saccharomyces cerevisiae RPS18A (YDR450W) and RPS18B (YML026C)%3B ancestral locus Anc_5.566",YALI0_D20614g
YALI1_D26360g,"similar to Saccharomyces cerevisiae LPD1 (YFL018C) and YPL017C%3B ancestral locus Anc_8.56,  similar to uniprot|P09624 Saccharomyces cerevisiae YFL018c LPD1 dihydrolipoamide dehydrogenase precursor P3. 18.f3.1",Yali1D,2634623,2636367,-,1745,0,na,na,0.0,77,-34,83,51,149.65,0,0,0.0,16.8420998983,1.63224359466,1e-06,6.4e-05,Essential,Essential,na,na,na,na,na,YALI1_D26360g,YALI0D20768g,YALI1_D26360g,mRNA,YALI1D,2634623.0,2636367.0,-,"similar to Saccharomyces cerevisiae LPD1 (YFL018C) and YPL017C%3B ancestral locus Anc_8.56,  similar to uniprot|P09624 Saccharomyces cerevisiae YFL018c LPD1 dihydrolipoamide dehydrogenase precursor P3. 18.f3.1",YALI0_D20768g
YALI1_D26394g,"  weakly similar to uniprot|Q9P6R9 Schizosaccharomyces pombe Cell cycle control protein cwf22,similar to Saccharomyces cerevisiae CWC22 (YGR278W)%3B ancestral locus Anc_5.16",Yali1D,2636960,2639410,-,2451,9,72.89796,97.63265,1.55,22,-469,70,14,86.05,7,0,0.0,22.7929041251,0.963349377129,6e-06,0.001333,Essential,Essential,-0.6746,-0.5628,-0.43935,-0.7338,-0.6849,YALI1_D26394g,YALI0D20790g,YALI1_D26394g,mRNA,YALI1D,2636960.0,2639410.0,-,"  weakly similar to uniprot|Q9P6R9 Schizosaccharomyces pombe Cell cycle control protein cwf22,similar to Saccharomyces cerevisiae CWC22 (YGR278W)%3B ancestral locus Anc_5.16",YALI0_D20790g
YALI1_D26496g,"  similar to uniprot|P32353 Saccharomyces cerevisiae YLR056w ERG3 C-5 sterol desaturase singleton,similar to Saccharomyces cerevisiae ERG3 (YLR056W)%3B ancestral locus Anc_8.41",Yali1D,2649629,2650759,+,1131,1,88.49558,88.49558,1.68,71,-55,15,278,80.44,0,0,0.000344,10.3088686933,0.944675834707,0.00265,0.002748,Essential,Essential,0.567,na,-0.0374,na,na,YALI1_D26496g,YALI0D20878g,YALI1_D26496g,mRNA,YALI1D,2649629.0,2650759.0,+,"  similar to uniprot|P32353 Saccharomyces cerevisiae YLR056w ERG3 C-5 sterol desaturase singleton,similar to Saccharomyces cerevisiae ERG3 (YLR056W)%3B ancestral locus Anc_8.41",YALI0_D20878g
YALI1_D26559g,"  similar to uniprot|Q12016 Saccharomyces cerevisiae Hypothetical protein YOL129W,similar to Saccharomyces cerevisiae VPS68 (YOL129W)%3B ancestral locus Anc_3.40",Yali1D,2655922,2656582,+,661,4,94.39394,97.42424,0.0,47,-56,49,85,89.79,4,0,0.001706,6.37373046611,1.142123378,0.065,0.094636,Essential,Essential,0.3086,0.0996,-0.217,na,-0.3015,YALI1_D26559g,YALI0D20944g,YALI1_D26559g,mRNA,YALI1D,2656070.0,2656582.0,+,"  similar to uniprot|Q12016 Saccharomyces cerevisiae Hypothetical protein YOL129W,similar to Saccharomyces cerevisiae VPS68 (YOL129W)%3B ancestral locus Anc_3.40",YALI0_D20944g
YALI1_D26586g,"similar to Saccharomyces cerevisiae MCK1 (YNL307C) and YGK3 (YOL128C)%3B ancestral locus Anc_3.41,  similar to uniprot|P38615 Saccharomyces cerevisiae YMR139w MDS1 ser/thr protein kinase",Yali1D,2657664,2659319,-,1656,2,96.73716,99.03323,2.29,137,-9,49,191,173.97,2,0,1.5e-05,15.9826120021,1.93485116335,0.000115,0.000105,Essential,Essential,0.2308,-0.593,-0.71065,-1.1091,na,YALI1_D26586g,YALI0D20966g,YALI1_D26586g,mRNA,YALI1D,2657664.0,2659319.0,-,"similar to Saccharomyces cerevisiae MCK1 (YNL307C) and YGK3 (YOL128C)%3B ancestral locus Anc_3.41,  similar to uniprot|P38615 Saccharomyces cerevisiae YMR139w MDS1 ser/thr protein kinase",YALI0_D20966g
YALI1_D26721g,"similar to Saccharomyces cerevisiae ULP2 (YIL031W)%3B ancestral locus Anc_7.197,  some similarities with uniprot|O13769 Schizosaccharomyces pombe Ubiquitin-like-specific protease 2",Yali1D,2668718,2672095,-,3378,4,2.90198,94.22564,0.56,46,-18,16,158,57.99,3,0,0.0,18.9148356303,0.579991665208,2e-06,0.00127,Essential,Essential,0.6869,0.600575,0.737033333333,0.467633333333,0.8021,YALI1_D26721g,YALI0D21120g,YALI1_D26721g,mRNA,YALI1D,2668718.0,2672095.0,-,"similar to Saccharomyces cerevisiae ULP2 (YIL031W)%3B ancestral locus Anc_7.197,  some similarities with uniprot|O13769 Schizosaccharomyces pombe Ubiquitin-like-specific protease 2",YALI0_D21120g
YALI1_D27074g,"similar to Saccharomyces cerevisiae MUD1 (YBR119W)%3B ancestral locus Anc_3.379,  similar to uniprot|O74968 Schizosaccharomyces pombe Small nuclear ribonucleoprotein",Yali1D,2707403,2708166,+,764,0,na,na,0.0,27,-32,42,5,64.54,0,0,0.00321,5.74156640179,0.779212831307,0.011465,0.027944,Essential,Essential,na,na,na,na,na,YALI1_D27074g,YALI0D21450g,YALI1_D27074g,mRNA,YALI1D,2707403.0,2708166.0,+,"similar to Saccharomyces cerevisiae MUD1 (YBR119W)%3B ancestral locus Anc_3.379,  similar to uniprot|O74968 Schizosaccharomyces pombe Small nuclear ribonucleoprotein",YALI0_D21450g
YALI1_D27100g,  weakly similar to uniprot|Q06712 Neurospora crassa Nuc-1 negative regulatory protein preg,Yali1D,2709961,2711058,+,1098,4,79.03373,90.15497,6.92,45,-173,38,20,77.63,1,0,0.018439,10.0425646023,0.94795614933,0.033554,0.014001,Essential,Essential,-1.0608,0.68545,0.7797,0.7598,na,YALI1_D27100g,YALI0D21472g,YALI1_D27100g,mRNA,YALI1D,2709961.0,2711058.0,+,  weakly similar to uniprot|Q06712 Neurospora crassa Nuc-1 negative regulatory protein preg,YALI0_D21472g
YALI1_D27148g,  similar to CA1245|CaIMH3 Candida albicans IMP dehydrogenase,Yali1D,2713617,2715360,-,1744,1,97.9346,97.9346,1.09,30,-41,39,4,64.54,1,0,7.2e-05,12.0213423045,0.714176931811,0.00352,0.003688,Essential,Essential,na,0.1389,-0.1862,na,na,YALI1_D27148g,YALI0D21530g,YALI1_D27148g,mRNA,YALI1D,2713617.0,2715360.0,-,  similar to CA1245|CaIMH3 Candida albicans IMP dehydrogenase,YALI0_D21530g
YALI1_D27274g,  similar to uniprot|P39006 Saccharomyces cerevisiae YNL169C Phosphatidylserine decarboxylase proenzyme 1 mitochondrial precursor (EC 4.1.1.65),Yali1D,2725675,2727405,-,1731,0,na,na,0.0,74,-49,14,34,82.31,0,0,0.0,15.0190664194,0.898973886201,1e-06,0.000278,Essential,Essential,na,na,na,na,na,YALI1_D27274g,YALI0D21604g,YALI1_D27274g,mRNA,YALI1D,2725675.0,2727405.0,-,  similar to uniprot|P39006 Saccharomyces cerevisiae YNL169C Phosphatidylserine decarboxylase proenzyme 1 mitochondrial precursor (EC 4.1.1.65),YALI0_D21604g
YALI1_D27297g,"  similar to uniprot|Q9HF53 Ashbya gossypii Mitochondrial 40S ribosomal protein MRP2,similar to Saccharomyces cerevisiae MRP2 (YPR166C)%3B ancestral locus Anc_7.522",Yali1D,2729671,2730510,+,840,0,na,na,0.0,46,-51,2,12,44.89,0,0,0.012831,4.35587284388,0.537605216519,0.018857,0.114368,Essential,Essential,na,na,na,na,na,YALI1_D27297g,YALI0D21626g,YALI1_D27297g,mRNA,YALI1D,2729671.0,2729988.0,+,"  similar to uniprot|Q9HF53 Ashbya gossypii Mitochondrial 40S ribosomal protein MRP2,similar to Saccharomyces cerevisiae MRP2 (YPR166C)%3B ancestral locus Anc_7.522",YALI0_D21626g
YALI1_D27718g,  some similarities with uniprot|O42874 Schizosaccharomyces pombe Putative mitotic spindle protein,Yali1D,2767017,2772735,-,5719,2,1.80133,2.02868,0.66,20,-42,6,84,24.32,0,0,0.000767,11.3352386769,0.205275330339,0.012445,0.031257,Essential,Essential,-0.9184,-0.612933333333,-0.05945,-0.522266666667,0.4539,YALI1_D27718g,YALI0D21912g,YALI1_D27718g,mRNA,YALI1D,2767017.0,2772507.0,-,  some similarities with uniprot|O42874 Schizosaccharomyces pombe Putative mitotic spindle protein,YALI0_D21912g
YALI1_D27762g,"  similar to uniprot|P22214 Saccharomyces cerevisiae YLR268w SEC22 synaptobrevin (V-SNARE) singleton,similar to Saccharomyces cerevisiae SEC22 (YLR268W)%3B ancestral locus Anc_6.62",Yali1D,2775507,2776148,-,642,1,26.67707,26.67707,2.96,21,-12,25,9,43.02,0,0,0.1192,3.32988891949,0.53792528463,0.104937,0.097878,Poor Essential,Essential,na,na,na,na,-0.3491,YALI1_D27762g,YALI0D21956g,YALI1_D27762g,mRNA,YALI1D,2775507.0,2776148.0,-,"  similar to uniprot|P22214 Saccharomyces cerevisiae YLR268w SEC22 synaptobrevin (V-SNARE) singleton,similar to Saccharomyces cerevisiae SEC22 (YLR268W)%3B ancestral locus Anc_6.62",YALI0_D21956g
YALI1_D27826g,"similar to Saccharomyces cerevisiae ATP16 (YDL004W)%3B ancestral locus Anc_3.213,  similar to uniprot|P78700 Kluyveromyces lactis ATP16 ATP synthase delta chain mitochondrial precursor (EC 3.6.3.14)",Yali1D,2782238,2783296,-,1059,0,na,na,0.0,74,-157,19,26,86.98,0,0,3.7e-05,10.2172830805,1.01750805789,0.000168,0.002861,Essential,Essential,na,na,na,na,na,YALI1_D27826g,YALI0D22022g,YALI1_D27826g,mRNA,YALI1D,2782238.0,2782651.0,-,"similar to Saccharomyces cerevisiae ATP16 (YDL004W)%3B ancestral locus Anc_3.213,  similar to uniprot|P78700 Kluyveromyces lactis ATP16 ATP synthase delta chain mitochondrial precursor (EC 3.6.3.14)",YALI0_D22022g
YALI1_D28087g,"  highly similar to uniprot|P04802 Saccharomyces cerevisiae YLL018c DPS1 aspartyl-tRNA synthetase cytosolic P6.12.f3.1,similar to Saccharomyces cerevisiae DPS1 (YLL018C)%3B ancestral locus Anc_4.44",Yali1D,2808719,2810413,+,1695,0,na,na,0.0,23,-23,13,224,33.67,0,0,0.002387,6.03775142242,0.3690728211,0.005668,0.170351,Essential,Essential,na,na,na,na,na,YALI1_D28087g,YALI0D22264g,YALI1_D28087g,mRNA,YALI1D,2808719.0,2810413.0,+,"  highly similar to uniprot|P04802 Saccharomyces cerevisiae YLL018c DPS1 aspartyl-tRNA synthetase cytosolic P6.12.f3.1,similar to Saccharomyces cerevisiae DPS1 (YLL018C)%3B ancestral locus Anc_4.44",YALI0_D22264g
YALI1_D28221g,"  weakly similar to uniprot|P32833 Saccharomyces cerevisiae YBR060c RRR1 origin recognition complex 72 kDa subunit,similar to Saccharomyces cerevisiae ORC2 (YBR060C)%3B ancestral locus Anc_3.274",Yali1D,2822086,2823615,+,1530,1,93.26357,93.26357,1.24,12,-34,12,16,22.45,1,0,0.082089,3.84733495204,0.260557005354,0.054531,0.126748,Essential,Essential,na,na,na,na,na,YALI1_D28221g,YALI0D22330g,YALI1_D28221g,mRNA,YALI1D,2822086.0,2823615.0,+,"  weakly similar to uniprot|P32833 Saccharomyces cerevisiae YBR060c RRR1 origin recognition complex 72 kDa subunit,similar to Saccharomyces cerevisiae ORC2 (YBR060C)%3B ancestral locus Anc_3.274",YALI0_D22330g
YALI1_D28518g,  similar to uniprot|P35194 Saccharomyces cerevisiae YBL004W Hypothetical 287.5 kDa protein in PDR3-HTA2 intergenic region,Yali1D,2844445,2852421,-,7977,1,81.13089,81.13089,0.24,40,-32,27,107,62.66,0,0,0.0,33.1066497895,0.429813776041,0.0,2e-06,Essential,Essential,na,na,na,na,na,YALI1_D28518g,YALI0D22440g,YALI1_D28518g,mRNA,YALI1D,2844445.0,2852080.0,-,  similar to uniprot|P35194 Saccharomyces cerevisiae YBL004W Hypothetical 287.5 kDa protein in PDR3-HTA2 intergenic region,YALI0_D22440g
YALI1_D28782g,0,Yali1D,2878171,2879944,+,1774,76,9.19346,90.12972,0.0,5,-191,2,63,6.55,0,76,1e-06,14.4564799881,0.844314145296,1.5e-05,0.00064,Essential,Essential,na,na,na,na,na,YALI1_D28782g,,YALI1_D28782g,mRNA,YALI1D,2878171.0,2879944.0,+,,nan
YALI1_D28825g,"  similar to uniprot|O14164 Schizosaccharomyces pombe Probable eukaryotic translation initiation factor 3 93 kDa subunit (eIF3 p93),similar to Saccharomyces cerevisiae NIP1 (YMR309C)%3B ancestral locus Anc_5.9",Yali1D,2879954,2882434,-,2481,2,89.43548,97.82258,1.53,42,-250,50,185,86.05,1,0,0.0,21.4137779108,0.894111858463,0.0,5e-06,Essential,Essential,na,-0.9973,0.1878,na,na,YALI1_D28825g,YALI0D22572g,YALI1_D28825g,mRNA,YALI1D,2879954.0,2882434.0,-,"  similar to uniprot|O14164 Schizosaccharomyces pombe Probable eukaryotic translation initiation factor 3 93 kDa subunit (eIF3 p93),similar to Saccharomyces cerevisiae NIP1 (YMR309C)%3B ancestral locus Anc_5.9",YALI0_D22572g
YALI1_D28842g,"  similar to uniprot|P78979 Yarrowia lipolytica transport protein SEC61 alpha subunit,similar to Saccharomyces cerevisiae SSH1 (YBR283C)%3B ancestral locus Anc_1.303",Yali1D,2884152,2886256,+,2105,3,25.90304,71.43536,1.8,71,-49,25,63,89.79,0,1,0.0,19.8179926509,0.975358266487,0.0,1e-05,Essential,Essential,na,na,-1.2965,na,na,YALI1_D28842g,YALI0D22594g,YALI1_D28842g,mRNA,YALI1D,2884901.0,2886076.0,+,"  similar to uniprot|P78979 Yarrowia lipolytica transport protein SEC61 alpha subunit,similar to Saccharomyces cerevisiae SSH1 (YBR283C)%3B ancestral locus Anc_1.303",YALI0_D22594g
YALI1_D29081g,0,Yali1D,2907923,2908179,-,257,4,11.71875,14.45313,0.0,35,-12,36,35,66.41,0,4,0.108994,2.21646327918,0.896542365892,0.270458,0.251596,Poor Essential,Essential,-0.6271,na,na,na,na,YALI1_D29081g,,YALI1_D29081g,mRNA,YALI1D,2907923.0,2908179.0,-,,nan
YALI1_D29335g,  similar to uniprot|P40024 Saccharomyces cerevisiae Probable ATP-dependent transporter YER036C,Yali1D,2933424,2935238,+,1815,0,na,na,0.0,32,-46,26,42,54.25,0,0,3.4e-05,10.2942640328,0.587635821473,1.8e-05,0.001544,Essential,Essential,na,na,na,na,na,YALI1_D29335g,YALI0D22803g,YALI1_D29335g,mRNA,YALI1D,2933424.0,2935238.0,+,  similar to uniprot|P40024 Saccharomyces cerevisiae Probable ATP-dependent transporter YER036C,YALI0_D22803g
YALI1_D29668g,"  weakly similar to uniprot|P53038 Saccharomyces cerevisiae YGR099w TEL2 involved in controlling telomere length and position effect,similar to Saccharomyces cerevisiae TEL2 (YGR099W)%3B ancestral locus Anc_3.442",Yali1D,2964148,2966799,-,2652,0,na,na,0.0,7,-82,19,243,24.32,0,0,0.001963,6.23344501314,0.243483001402,0.021966,0.049757,Essential,Essential,na,na,na,na,na,YALI1_D29668g,YALI0D22979g,YALI1_D29668g,mRNA,YALI1D,2964148.0,2966799.0,-,"  weakly similar to uniprot|P53038 Saccharomyces cerevisiae YGR099w TEL2 involved in controlling telomere length and position effect,similar to Saccharomyces cerevisiae TEL2 (YGR099W)%3B ancestral locus Anc_3.442",YALI0_D22979g
YALI1_D29699g,"similar to Saccharomyces cerevisiae YPL183C%3B ancestral locus Anc_6.177,  similar to uniprot|Q08924 Saccharomyces cerevisiae YPL183C",Yali1D,2967201,2969873,-,2673,3,13.73503,98.65269,2.13,47,-40,5,71,48.64,2,0,0.000674,13.2653948848,0.514083861479,1.6e-05,0.00047,Essential,Essential,na,na,0.1075,na,na,YALI1_D29699g,YALI0D23001g,YALI1_D29699g,mRNA,YALI1D,2967201.0,2969873.0,-,"similar to Saccharomyces cerevisiae YPL183C%3B ancestral locus Anc_6.177,  similar to uniprot|Q08924 Saccharomyces cerevisiae YPL183C",YALI0_D23001g
